cnm	1414051319005	10107996	101079960001	16.0	-38.9
cnm	1414051321004	10107996	101079960001	16.0	-38.9
cnm	1414051322512	10107996	101079960001	16.0	-38.9
cnm	1414051323218	10107996	101079960001	16.0	-38.9
cnm	1414051323851	10107996	101079960001	16.0	-38.9
cnm	1414051324523	10107996	101079960001	16.0	-37.9
cnm	1414051325179	10107996	101079960001	16.0	-38.9
cnm	1414051325990	10107996	101079960001	16.0	-37.9
cnm	1414051326561	10107996	101079960001	16.0	-37.9
cnm	1414051327317	10107996	101079960001	16.0	-37.9
cnm	1414051327932	10107996	101079960001	17.0	-37.9
cnm	1414051328679	10107996	101079960001	17.0	-38.9
cnm	1414051329393	10107996	101079960001	17.0	-38.9
cnm	1414051330031	10107996	101079960001	17.0	-38.9
cnm	1414051330697	10107996	101079960001	18.0	-38.9
cnm	1414051331354	10107996	101079960001	18.0	-38.9
cnm	1414051331983	10107996	101079960001	18.0	-37.9
cnm	1414051332722	10107996	101079960001	18.0	-37.9
cnm	1414051333369	10107996	101079960001	19.0	-37.9
cnm	1414051334103	10107996	101079960001	20.0	-37.9
cnm	1414051334852	10107996	101079960001	21.0	-37.9
cnm	1414051335452	10107996	101079960001	21.0	-37.9
cnm	1414051336160	10107996	101079960001	21.0	-37.9
cnm	1414051336810	10107996	101079960001	22.0	-36.9
cnm	1414051337585	10107996	101079960001	26.0	-36.9
cnm	1414051338242	10107996	101079960001	30.0	-35.9
cnm	1414051338978	10107996	101079960001	30.0	-35.9
cnm	1414051339599	10107996	101079960001	31.0	-35.9
cnm	1414051340332	10107996	101079960001	32.0	-35.9
cnm	1414051340963	10107996	101079960001	33.0	-35.9
cnm	1414051341695	10107996	101079960001	33.0	-34.9
cnm	1414051342328	10107996	101079960001	33.0	-34.9
cnm	1414051343770	10107996	101079960001	33.0	-34.9
cnm	1414051344663	10107996	101079960001	32.0	-34.9
cnm	1414051345333	10107996	101079960001	32.0	-34.9
cnm	1414051346003	10107996	101079960001	32.0	-35.9
cnm	1414051346678	10107996	101079960001	31.0	-35.9
cnm	1414051347388	10107996	101079960001	31.0	-35.9
cnm	1414051348082	10107996	101079960001	30.0	-35.9
cnm	1414051348776	10107996	101079960001	30.0	-35.9
cnm	1414051349404	10107996	101079960001	29.0	-36.9
cnm	1414051350058	10107996	101079960001	29.0	-36.9
cnm	1414051350732	10107996	101079960001	28.0	-36.9
cnm	1414051351406	10107996	101079960001	28.0	-36.9
cnm	1414051352099	10107996	101079960001	28.0	-37.9
cnm	1414051352746	10107996	101079960001	27.0	-37.9
cnm	1414051353439	10107996	101079960001	27.0	-38.9
cnm	1414051354093	10107996	101079960001	27.0	-38.9
cnm	1414051354800	10107996	101079960001	27.0	-38.9
cnm	1414051355452	10107996	101079960001	27.0	-39.9
cnm	1414051356171	10107996	101079960001	27.0	-39.9
cnm	1414051356878	10107996	101079960001	28.0	-40.9
cnm	1414051357726	10107996	101079960001	28.0	-39.9
cnm	1414051359128	10107996	101079960001	28.0	-39.9
cnm	1414051359820	10107996	101079960001	28.0	-38.9
cnm	1414051360452	10107996	101079960001	28.0	-38.9
cnm	1414051361124	10107996	101079960001	28.0	-37.9
cnm	1414051361777	10107996	101079960001	28.0	-37.9
